COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
YNZ4028;2022-04-04 21:00:00;Estrada Barão de Aquiraz;RUA LUIZ FCO XAVIER;;MESSEJANA;970241;Colisão Transversal;Via Iluminada;Nublado;Seca;T;Pare;Longo da via;(-38.48600701120348 -3.839882170237186);
AON7264;2022-04-25 12:55:00;Rua Eduardo Perdigão;;;PARANGABA;969408;Colisão Transversal;Luz do Dia;Nublado;Seca;Meio de quadra;Pare;Longo da via;(-38.5649901 -3.7754063);
GMX8309;2022-04-05 02:05:00;Avenida Senador Fernandes Távora;;;HENRIQUE JORGE;969791;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.5910691362056 -3.757499813549035);
OIM6431;2022-04-25 20:25:00;AV ANTONIO SALES;RUA NUNES VALENTE;;ALDEOTA;969927;Colisão Transversal;Anoitecer;Bom;Seca;Cruz;Pare;Longo da via;(-38.5063308 -3.7442374);
WAV7682;2022-04-04 20:00:00;Rua César Fontenele;;;AMADEU FURTADO;969323;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Seca;Meio de quadra;Pare;Longo da via;(-38.55794385721747 -3.746017796679634);
OVM5001;2022-04-04 17:00:00;Rua José Vilar;RUA COSTA BARROS;;ALDEOTA;969029;Colisão Lateral;Luz do Dia;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.50369885834702 -3.732865483173);
LSM7597;2022-04-04 19:00:00;Avenida Doutor Theberge;;;CARLITO PAMPLONA;968607;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.56358721653998 -3.710553741749444);
JTZ5483;2022-04-04 23:00:00;Avenida Duque de Caxias;RUA PDE MORORO;;CENTRO;952312;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5385364 -3.7289438);
CKI3211;2022-04-25 16:50:00;AV JOSE BASTOS;RUA ALEXANDRE BARAUNA;;RODOLFO TEOFILO;970521;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Cruzamento;(-38.5500407 -3.7494688);
CBZ0282;2022-04-25 21:00:00;Rua Cuiabá;RUA MACEIO;;HENRIQUE JORGE;970543;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.5902279 -3.7629821);
IVE5329;2022-04-03 04:30:00;Rua Leon Gradvohl;;;JARDIM CEARENSE;970416;Capotamento;Via Iluminada;Bom;Seca;Meio de quadra;Gesto;Longo da via;(-38.5670383 -3.7987992);
VMS5078;2022-04-25 12:00:00;Avenida Governador Raul Barbosa;;;AEROLANDIA;970622;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50942805985235 -3.767563181940948);
SQU8359;2022-04-26 18:00:00;Rua Frei Mansueto;RUA BARBALHA D19;;MEIRELES;969473;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4889967 -3.7281206);
ZAD3371;2022-04-26 23:40:00;AV ALBERTO MAGNO;RUA BAR SOBRAL;;MONTESE;969796;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5524475 -3.767993199999999);
XSJ8348;2022-04-26 19:55:00;Avenida Deputado Paulino Rocha;;;PASSARE;969928;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.51618819999999 -3.8111027);
DOB8870;2022-04-03 12:40:00;Rua Atilano de Moura;;;GUARARAPES;970180;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.48918274784999 -3.762515453707935);
CTZ7888;2022-04-04 01:20:00;Avenida Alberto Craveiro;;;CASTELAO;969790;Colisão Traseira;Via Iluminada;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.51869241049353 -3.799154977577749);
ZBE2184;2022-04-03 22:20:00;Rua Rio Araguaia;;;JARDIM IRACEMA;969789;Colisão Transversal;Via Iluminada;Chuva;Molhada;Meio de quadra;Pare;Longo da via;(-38.58166530342373 -3.720767536126284);
BPY6012;2022-04-03 10:30:00;Rua Alberto Magno;RUA BAR SOBRAL;;MONTESE;969766;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Semáforo;Longo da via;(-38.5524475 -3.767993199999999);
FXY6663;2022-04-26 16:26:00;Avenida Bezerra de Menezes;;;PARQUE ARAXA;970525;Atropelamento;Luz do Dia;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.546472 -3.731699);
NRL0906;2022-04-03 18:00:00;Avenida Major Assis;;;VILA VELHA;969332;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Longo da via;(-38.60118642907892 -3.720408877635931);
KAC8687;2022-05-22 00:30:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;KAC8687;Choque c/ Obstáculo Fixo;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5443558 -3.8244455);
KAC8687;2022-05-22 22:30:00;AV. CORONEL CARVALHO;;;BARRA DO CEARA;KAC8687;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5899797 -3.7097209);
KAC8687;2022-06-01 00:15:00;Avenida Washington Soares;;;PARQUE MANIBURA;KAC8687;Atropelamento;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.4802479 -3.7915691);
KAC8687;2022-05-31 00:30:00;conjunto Ceará;;;CONJUNTO CEARA I;KAC8687;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.6045837 -3.7705838);
DGZ9674;2022-05-17 02:15:00;Rua Banvarth Bezerra;;;PADRE ANDRADE;DGZ9674;Colisão;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5795913 -3.7377548);
YTK7586;2022-05-30 18:20:00;Rua Bragança;;;;YTK7586;Não informado;Luz do Dia;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5965165 -3.7806594);
VRF2359;2022-04-03 20:30:00;Avenida Porto Velho;RUA PRO HERIBALDO COSTA;;JOAO XXIII;960901;Colisão Frontal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.58683124690039 -3.766144682265888);
WVA3277;2022-04-26 10:30:00;Rua Comendador Garcia;;;PARQUE SAO JOSE;970559;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58347849149624 -3.793556109037947);
GDI2827;2022-04-02 18:40:00;Rua Francisco Lorda;RUA ENG EDMUNDO ALMEIDA FILHO;;VILA UNIAO;970231;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.5298289430271 -3.762558276551947);
BTM7751;2022-04-27 09:50:00;Avenida José Leon;RUA MANUEL MONTEIRO;;CIDADE DOS FUNCIONRAIOS;969607;Colisão Lateral;Luz do Dia;Bom;Não informado;Cruz;Pare;Cruzamento;(-38.49396244595657 -3.789798530646335);
PSU2367;2022-04-27 10:30:00;Avenida Professor José Arthur de Carvalho;;;LAGOA REDONDA;970078;Engavetamento;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.4621738 -3.8252848);
PPD4103;2022-04-02 11:50:00;Avenida Godofredo Maciel;;;MARAPONGA;970156;Atropelamento;Luz do Dia;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.56646793036862 -3.78564483525261);
BDK9745;2022-04-27 12:00:00;Avenida Deputado Paulino Rocha;;;CASTELAO;970647;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.51965264132086 -3.810026099397797);
IWL6975;2022-04-02 22:00:00;Avenida Deputado Paulino Rocha;;;CASTELAO;969954;Atropelamento;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52283373722469 -3.809330266070385);
GAN7958;2022-04-28 15:30:00;AV PRES COSTA E SILVA;;;PREFEITO JOSE VALTER;970501;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5640274 -3.8182754);
ABP7332;2022-04-02 09:30:00;Rua Jaime Benévolo;RUA METON DE ALENCAR;;CENTRO;969788;Colisão Transversal;Amanhecer;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.52636030000001 -3.7350302);
OMB3192;2022-04-03 02:30:00;Rua Reverendo Bolivar Pinto Bandeira,74;;74 ;ENGENHEIRO LUCIANO CAVALCANTE;969614;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49226728117976 -3.770635697834675);
TOZ1056;2022-04-28 13:30:00;Rua Vicente Leite;RUA HENRIQUETA GALENO;;ALDEOTA;970579;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.49817660000001 -3.7457393);
JYH6033;2022-04-28 11:00:00;Avenida Antônio Sales;AV DES MOREIRA;;ALDEOTA;970596;Atropelamento;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5013685 -3.7457558);
BXF8813;2022-04-28 17:00:00;AV FREI CIRILO,4340;;4340 ;MESSEJANA;970658;Engavetamento;Não informado;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.49553420120387 -3.821667842669177);
ZGE6845;2022-04-29 23:10:00;Avenida Bezerra de Menezes;;;FARIAS BRITO;960522;Colisão Lateral;Anoitecer;Bom;Seca;T;Semáforo;Longo da via;(-38.54133025481379 -3.73097050600161);
OPC8636;2022-04-02 03:10:00;Avenida Santos Dumont;;;PAPICU;966907;Colisão Traseira;Via Iluminada;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.48096981352494 -3.74189601026253);
JXH7943;2022-04-29 22:20:00;Rua Maria Alice Ferraz;AV ALM MAXIMIANO DA FONSECA;;ENGENHEIRO LUCIANO CAVALCANTE;968867;Colisão Lateral;Mal Iluminada;Chuva;Molhada;Cruz;Pare;Cruzamento;(-38.491673 -3.7740998);
WPP5866;2022-04-02 00:30:00;Avenida Doutor Silas Munguba;;;SERRINHA;970526;Atropelamento;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.54460625693329 -3.78891726039813);
ISM3902;2022-04-01 12:00:00;Avenida Governador Raul Barbosa;;;SAO JOAO DO TAUAPE;970393;Colisão Lateral;Luz do Dia;Nublado;Molhada;Outros;Não há Controle;Longo da via;(-38.5045947170963 -3.756712938889256);
COB5968;2022-04-01 12:00:00;Rua Antero de Quental;RUA A UI 608;;PAUPINA;970240;Colisão Lateral;Via Iluminada;Bom;Seca;T;Não há Controle;Longo da via;(-38.4924443520138 -3.853444981681365);
HBR1394;2022-04-01 11:00:00;Rua Romeu Martins;RUA EDITE BRAGA;;MONTESE;970179;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Pare;Longo da via;(-38.55241313753719 -3.766476557868761);
ZBC1671;2022-04-29 12:03:00;Rua Escrivão Pinheiro;RUA CARVALHO JUNIOR;;SAO JOAO DO TAUAPE;969608;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.5078473 -3.7583175);
ZNH6737;2022-04-29 13:20:00;RUA ALMEIDA PRADO;;;PAPICU;970621;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.47355082362432 -3.738796628220788);
HNY3217;2022-04-02 00:00:00;Avenida Luiz Vieira;RUA COM GARCIA;;PARQUE SAO JOSE;969807;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.5863847 -3.7966071);
UMV7285;2022-04-30 04:40:00;Rua Gomes Brasil;;;PARANGABA;970611;Queda;Via Iluminada;Chuva;Molhada;Meio de quadra;Outros;Longo da via;(-38.56797532198268 -3.773328154926166);
HGD6574;2022-04-01 18:00:00;Rua 24 de Maio;RUA METON DE ALENCAR;;CENTRO;969605;Colisão Lateral;Luz do Dia;Não informado;Seca;Cruz;Pare;Longo da via;(-38.5338568 -3.7326284);
DMI1550;2022-04-30 07:08:00;Rua Benjamim Brasil;;;PARANGABA;970676;Choque c/ Obstáculo Fixo;Via Iluminada;Chuva;Molhada;Meio de quadra;Outros;Longo da via;(-38.5579438569829 -3.808340040749743);
HGD6574;2022-04-01 07:30:00;Rua Sargento João Pinheiro;RUA DESCARTES BRAGA;;GRANJA LISBOA;969583;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.6249722597959 -3.790660312888715);
PWN4833;2022-03-15 21:20:00;RUA MONS SALAZAR;RUA HERMINIO BARROSO;;SAO JOAO DO TAUAPE;970153;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5107204 -3.7593771);
CVO5519;2022-04-02 01:49:00;Avenida Doutor Silas Munguba;;;ITAPERI;969568;Colisão Transversal;Via Iluminada;Chuva;Molhada;Meio de quadra;Semáforo Manual;Longo da via;(-38.55188743536088 -3.785420021273535);
WGW9034;2022-03-15 12:45:00;Rua Professor Nogueira;RUA GUSTAVO SAMPAIO;;PARQUE ARAXA;969989;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5497641 -3.7338671);
OBC8772;2022-03-15 14:35:00;RUA ATILANO DE MOURA;;;GUARARAPES;969825;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Não informado;Meio de quadra;Não há Controle;Longo da via;(-38.48922566507087 -3.762542217985697);
EYX5209;2022-03-15 01:00:00;Rua Tibúrcio Cavalcante;RUA DOM EXPEDITO LOPES;;ALDEOTA;969994;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5051116 -3.7438028);
DRO7537;2022-04-01 18:41:00;Rua Cônego de Castro;;;PARQUE SAO JOSE;967728;Colisão Transversal;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.59360650053839 -3.8068573769237);
RWA5948;2022-04-01 07:30:00;Avenida Augusto dos Anjos;;;PARANGABA;960564;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Outros;Semáforo;Longo da via;(-38.57785657248703 -3.778729102337088);
YCL4524;2022-03-14 17:30:00;AV PRE COSTA E SILVA;RUA GASTAO JUSTA;;MONDUBIM;969955;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Cruzamento;(-38.5715742 -3.8127066);
UOS4922;2022-03-14 19:50:00;Avenida Beira Mar;AV ABOLICAO;;MUCURIPE;969316;Colisão Transversal;Luz do Dia;Bom;Seca;Y;Semáforo;Cruzamento;(-38.47902253423712 -3.721854216929541);
JIF2000;2022-03-14 17:50:00;Rua 56;;;PREFEITO JOSE VALTER;969250;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.558521 -3.832168);
OXO4663;2022-03-16 15:15:00;Avenida Presidente Castelo Branco;;;MOURA BRASIL;968047;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.53574052723893 -3.718144507976298);
VQJ0318;2022-03-17 16:20:00;Rua Fausto Cabral;RUA JULIO AZEVEDO;;VICENTE PINZON;969063;Outros;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.47629740190232 -3.733727321720359);
EWC1909;2022-03-15 00:30:00;Avenida Alanis Maria Laurindo de Oliveira;RUA 501 CJ CEARA;;CONJUNTO CEARA I;955369;Colisão Lateral;Mal Iluminada;Bom;Seca;Duplo T;Pare;Cruzamento;(-38.60780610028479 -3.769217203169867);
CUP4152;2022-03-17 10:30:00;Rua Sandra Gentil;RUA EUCLIDES O DE SOUSA;;SAPIRANGA / COITE;970077;Colisão Lateral;Luz do Dia;Bom;Molhada;Cruz;Pare;Longo da via;(-38.46872285396572 -3.797383255417854);
UOZ0859;2022-03-14 00:40:00;Avenida General Osório de Paiva;;;CANINDEZINHO;969708;Colisão Lateral;Via Iluminada;Bom;Seca;Não informado;Outros;Longo da via;(-38.60385791207271 -3.806777088195976);
FZU8262;2022-03-18 17:50:00;Avenida Antônio Sales;RUA ILDEFONSO ALBANO;;JOAQUIM TVORA;968647;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5159703 -3.741261);
QKQ5294;2022-03-14 00:10:00;Rua Recanto Verde;;;JANGURUSSU;969675;Atropelamento;Mal Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5142453 -3.8447018);
ORE5511;2022-03-18 19:10:00;Rua João Cordeiro;RUA BARBARA DE ALENCAR;;ALDEOTA;969703;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.51699725275407 -3.737110431316032);
ODS5867;2022-03-18 12:26:00;Avenida Aguanambi;;;FATIMA;969964;Atropelamento;Luz do Dia;Nublado;Seca;Outros;Não há Controle;Longo da via;(-38.52377085777477 -3.749188665060553);
UYH2769;2022-03-18 15:55:00;Rua Vitória;;;JOAO XXIII;970090;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58929348334254 -3.766631789962133);
NCX3170;2022-03-18 17:20:00;Rua Porto Alegre;RUA ARACAJU;;HENRIQUE JORGE;970091;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Não informado;Longo da via;(-38.58849422094661 -3.761396706162405);
FLT9555;2022-03-18 07:30:00;Rua Urucutuba;;;GRANJA LISBOA;970167;Choque c/ Obstáculo Fixo;Mal Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.62024621149948 -3.799058630242643);
ZML1093;2022-03-18 16:15:00;Avenida da Abolição;;;VICENTE PINZON;970235;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.48317459191554 -3.724900127896309);
QRW5275;2022-03-19 01:00:00;Rua Vitória;;;HENRIQUE JORGE;970269;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5882206257748 -3.764619123431579);
XQS9053;2022-03-20 00:30:00;Avenida Alberto Craveiro;RUA JOSE AUGUSTO;;CASTELAO;968851;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.5189564 -3.7994589);
TRG1607;2022-03-19 05:20:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;969154;Colisão Traseira;Mal Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5443558 -3.8244455);
LDH6384;2022-03-19 21:30:00;Rua Rúbia Sampaio;;;FARIAS BRITO;970012;Atropelamento;Via Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.54111568043839 -3.733930736906279);
JTC4356;2022-03-19 06:30:00;Rua Demétrio Menezes;;;PADRE ANDRADE;970030;Choque c/ Obstáculo Fixo;Via Iluminada;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.58407930748846 -3.736179006874046);
ALR2805;2022-03-20 20:30:00;Rua Antônio Lafaiete;RUA OURO BRANCO;;PRESIDENTE KENNEDY;960521;Colisão Lateral;Mal Iluminada;Nublado;Material Derrapante;Cruz;Não há Controle;Longo da via;(-38.57427854600866 -3.733930736906279);
RXW5980;2022-03-20 17:15:00;Rua Iguape;;;PARANGABA;960534;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.56888726225714 -3.776668288905213);
OXJ1976;2022-03-20 21:00:00;Avenida Almirante Henrique Sabóia;;;VARJOTA;969294;Colisão Traseira;Via Iluminada;Bom;Seca;Outros;Não há Controle;Longo da via;(-38.48828152139858 -3.741371417872404);
MCZ0798;2022-03-20 09:30:00;Rua Equador;RUA TRES MARIAS;;BOM FUTURO;969764;Colisão Transversal;Luz do Dia;Não informado;Molhada;Cruz;Semáforo;Longo da via;(-38.5507607 -3.7690014);
UQF1096;2022-03-20 11:30:00;Rua Professora Maria Clara;RUA RIO ARAGUAIA;;JARDIM IRACEMA;970177;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5820569080511 -3.725735208851189);
NBQ4381;2022-03-20 14:00:00;Rua Conselheiro Lafaiete;;;JARDIM IRACEMA;970178;Colisão Frontal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.57884899381037 -3.718374692391697);
TMC5874;2022-03-21 15:30:00;Avenida Aguanambi;;;JOSE BONIFACIO;969251;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52489904098109 -3.739760167853368);
NGK7045;2022-03-21 07:45:00;Avenida Governador Raul Barbosa;;;AEROLANDIA;969677;Colisão Transversal;Não informado;Bom;Seca;Rotatória;Pare;Longo da via;(-38.50903645780534 -3.764319364188522);
FPC9039;2022-03-13 18:20:00;RUA OSVALDO CRUZ;RUA DES LEITE ALBUQUERQUE;;ALDEOTA;969249;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5006337 -3.7366184);
GDQ7137;2022-03-14 02:28:00;Avenida Presidente Costa e Silva;RUA BERNARDO MANUEL;;PREFEITO JOSE VALTER;967434;Atropelamento de Animal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.55823900295446 -3.821030896199491);
MEW9740;2022-03-13 18:39:00;Avenida Augusto dos Anjos;;;PARANGABA;960507;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo Intermitente;Longo da via;(-38.57273355678728 -3.773001634729358);
ZZS8033;2022-03-12 12:30:00;Rua João Carvalho;;;ALDEOTA;970182;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50827470458065 -3.737453023965456);
HZS4167;2022-03-21 07:35:00;Avenida General Osório de Paiva;;;PARANGABA;969324;Choque c/ Obstáculo Fixo;Via Iluminada;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.56633916181635 -3.775517442911326);
DGN2634;2022-03-21 11:00:00;Rua Açucena;RUA JOAO RIBEIRO;;ALVARO WEYNE;969765;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.56806115196742 -3.719911037996918);
DCB6864;2022-03-21 12:40:00;Rua Raimundo Neri;;;PARQUE SAO JOSE;969864;Colisão Traseira;Luz do Dia;Nublado;Não informado;Meio de quadra;Outros;Longo da via;(-38.58584418647639 -3.795525887194922);
JQL0581;2022-03-12 20:50:00;RUA ILDEFONSO ALBANO;RUA PDE LUIS FIGUEIRA;;ALDEOTA;969995;Colisão Transversal;Mal Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.51308122876521 -3.732876189247095);
SER9211;2022-03-22 01:00:00;Rua Nicolau Coelho;;;MESSEJANA;969952;Colisão Frontal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49251405027361 -3.821657137690402);
COU7685;2022-03-12 04:00:00;AV PESSOA ANTA;;;PRAIA DE IRACEMA;969325;Queda;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51966873035253 -3.720810361010889);
CLI9732;2022-03-21 12:30:00;Rua Banvarth Bezerra;AV SGT HERMINIO SAMPAIO;;PADRE ANDRADE;970306;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.58045295292466 -3.731735991622295);
UXP0301;2022-03-12 02:00:00;Avenida General Osório de Paiva;;;SIQUEIRA;970242;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.61409322026606 -3.817000459258088);
BRS4343;2022-03-10 03:05:00;Rua Barão de Sobral;;;MONTESE;960907;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.55580345418901 -3.766107212431812);
QLI7454;2022-03-09 18:21:00;Avenida Jornalista Tomaz Coelho;;;MESSEJANA;970216;Colisão;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.52193251288447 -3.828818738619615);
ODI7859;2022-03-09 20:40:00;Avenida Almirante Henrique Sabóia;;;SAO JOAO DO TAUAPE;970151;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50521162939215 -3.756991289190159);
QAX0257;2022-03-09 11:30:00;RUA CLARA DE ASSIS;RUA TAQUATIARA;;MESSEJANA;970146;Colisão Transversal;Luz do Dia;Bom;Molhada;Cruz;Pare;Cruzamento;(-38.50247299999999 -3.8302815);
USI4000;2022-03-09 17:05:00;RUA PEDRO PEREIRA;RUA DO ROSARIO;;CENTRO;969975;Colisão Transversal;Não informado;Bom;Seca;T;Semáforo;Cruzamento;(-38.5260028 -3.7305047);
TRH7867;2022-03-22 22:30:00;Avenida Presidente Costa e Silva;RUA CEL TIBURCIO;;MONDUBIM;968048;Atropelamento;Via Iluminada;Chuva;Molhada;Cruz;Semáforo;Longo da via;(-38.5737849892893 -3.812177826587409);
URM5891;2022-03-09 10:30:00;Avenida Bernardo Manuel;;;SERRINHA;URM5891;Queda;Luz do Dia;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.54612604476701 -3.781758756830313);
LEJ4075;2022-03-22 22:00:00;Avenida Presidente Juscelino Kubitschek;;;PASSARE;969046;Atropelamento;Mal Iluminada;Chuva;Molhada;Meio de quadra;Semáforo Intermitente;Longo da via;(-38.52676585024522 -3.809763823825082);
UZU1605;2022-03-09 09:30:00;Rua Castro e Silva;RUA GAL SAMPAIO;;CENTRO;969680;Colisão Transversal;Luz do Dia;Nublado;Seca;Não informado;Semáforo;Cruzamento;(-38.5296615 -3.7231105);
KMV9056;2022-03-22 16:30:00;Avenida Bernardo Manuel;RUA GUERRA JUNQUEIRO;;SERRINHA;969202;Colisão Traseira;Luz do Dia;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.54632 -3.7819313);
PJL0803;2022-03-09 13:42:00;Rua José Morais;;;CARLITO PAMPLONA;969549;Colisão;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55548158746515 -3.714065416045448);
FZA2960;2022-03-09 23:30:00;RUA INGLATERRA;RUA JOSE MENELEU D41;;ITAPERI;968852;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.559995 -3.7833713);
VDL1487;2022-03-22 19:20:00;Rua Maria Josefina Pessoa;RUA PAURILO BARROSO;;JARDIM CEARENSE;969827;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.57009963175705 -3.801290674076408);
LXS5552;2022-03-09 17:00:00;Avenida Senador Fernandes Távora;RUA BELEM;;AUTRAN NUNES;968648;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.59208350000001 -3.7568994);
GAI1326;2022-03-22 23:30:00;Avenida Francisco Sá;;;CARLITO PAMPLONA;969842;Colisão Lateral;Via Iluminada;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.56411829720901 -3.715141398819149);
NFG4954;2022-03-22 14:15:00;Avenida Treze de Maio;;;FATIMA;970206;Colisão Lateral;Não informado;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5338898133401 -3.745418265315912);
