COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
TVU7456;2022-02-11 08:45:00;Avenida Imperador;RUA METON DE ALENCAR;;CENTRO;969654;Colisão Transversal;Amanhecer;Bom;Seca;Cruz;Semáforo Danificado;Longo da via;(-38.5358268 -3.7319841);
VQN4015;2022-02-24 23:30:00;AV TRISTAO GONÇALVES ;RUA SAO PAULO;;CENTRO;969942;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5324318 -3.7244243);
ZEU1082;2022-02-24 15:55:00;Rua Marechal Lott;AV DEP JOAQUIM F CORREIA;;CIDADE DOS FUNCIONRAIOS;969971;Colisão Lateral;Luz do Dia;Bom;Seca;Rotatória;Dê Preferência;Cruzamento;(-38.49384442617956 -3.800396786711644);
BCU9424;2022-02-12 00:30:00;Avenida Doutor Silas Munguba;;;PARANGABA;969177;Colisão Traseira;Via Iluminada;Bom;Seca;Não informado;Outros;Longo da via;(-38.5599959 -3.779999);
JBW1181;2022-02-25 10:00:00;RUA JOAO DE FRANÇA;RUA JOSE PEDRA;;PARQUE DOIS IRMAOS;943411;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.54963973693446 -3.795509829238983);
WPC5056;2022-02-11 16:15:00;Avenida Godofredo Maciel;;;MARAPONGA;968395;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.56504634856552 -3.780827380074141);
ZEA5100;2022-02-10 09:30:00;Avenida Presidente Castelo Branco;;;PIRAMBU;969889;Colisão Transversal;Luz do Dia;Bom;Seca;T;Semáforo;Longo da via;(-38.5534484695132 -3.712314933805066);
IHZ3580;2022-02-25 19:30:00;Avenida Presidente Castelo Branco;;;PIRAMBU;966897;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5539075 -3.7123624);
POW9579;2022-02-10 10:30:00;Avenida Presidente Castelo Branco;AV PASTEUR;;PIRAMBU;969887;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.55869487128464 -3.711153296886029);
IUX1862;2022-02-25 11:00:00;AV SILAS MUNGUBA;RUA DES OTACILIO PEIXOTO;;PASSARE;967370;Colisão Traseira;Luz do Dia;Chuva;Molhada;Meio de quadra;Não informado;Cruzamento;(-38.5303616 -3.8004015);
MLA1922;2022-02-10 21:30:00;Rua Martins de Castro;;;EDSON QUEIROZ;969871;Colisão;Via Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.4678806419771 -3.774778759562595);
HLW5709;2022-02-25 11:00:00;AV DOMINGOS OLIMPIO;RUA TEREZA CRISTINA;;CENTRO;967510;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Molhada;T;Não há Controle;Cruzamento;(-38.5388692 -3.7341265);
GWH8273;2022-02-25 21:40:00;Rua Desembargador Praxedes;;;PARREAO;969709;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.54310587249008 -3.763007916287005);
BPB5295;2022-02-10 12:00:00;Avenida Professor Gomes de Matos;RUA ANDRE CHAVES;;MONTESE;969656;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Não informado;Longo da via;(-38.5415716529214 -3.756466705856751);
XPX1438;2022-02-25 20:00:00;AV MOS TABOSA;RUA ILDEFONSO ALBANO;;PRAIA DE IRACEMA;969938;Colisão Traseira;Luz do Dia;Bom;Seca;Não informado;Semáforo;Cruzamento;(-38.5103341 -3.7241574);
ZCO6613;2022-02-10 11:35:00;Avenida Benjamim Brasil;;;JARDIM CEARENSE;969641;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Não informado;Semáforo;Longo da via;(-38.55767027049048 -3.808666547602992);
GMV7665;2022-02-26 02:00:00;Rua 3 Loteamento Arvoredo;;;MONDUBIM;969985;Colisão Lateral;Anoitecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56932178856238 -3.822914971782059);
HLB1712;2022-02-10 13:50:00;Avenida Comodoro Estácio Brigido;RUA ZEZA PONTES;;ENGENHEIRO LUCIANO CAVALCANTE;968776;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.49141433660182 -3.775886784350024);
WPQ0608;2022-02-25 11:00:00;Avenida Engenheiro Santana Júnior;RUA LAURO NOGUEIRA;;PAPICU;970009;Queda;Luz do Dia;Chuva;Molhada;T;Pare;Cruzamento;(-38.4838087 -3.7383164);
LGO4256;2022-02-26 04:50:00;RUA MAL DEODORO;RUA JOAQUIM MAGALHAES;;BENFICA;959364;Colisão Lateral;Não informado;Bom;Seca;Cruz;Gesto;Cruzamento;(-38.5342558 -3.7378799);
AFV7461;2022-02-11 00:17:00;Avenida Sargento Hermínio Sampaio;;;PADRE ANDRADE;967220;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5782642694302 -3.73113109744585);
ATW5713;2022-02-26 06:35:00;AV SEN VIRGILIO TAVORA;RUA PEREIRA VALENTE;;VARJOTA;960431;Colisão Frontal;Via Iluminada;Bom;Seca;Cruz;Gesto;Cruzamento;(-38.4921635 -3.7338512);
ANS4119;2022-02-09 11:00:00;Avenida Treze de Maio;AV DA UNIVERSIDADE;;BENFICA;969243;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.53927567567103 -3.740798648271453);
ZJC0021;2022-02-26 05:30:00;Avenida Almirante Henrique Sabóia;;;PAPICU;966264;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.48765387792089 -3.740124171438936);
WBA6759;2022-02-26 08:00:00;Rua Emílio de Menezes;RUA JOSE TORRES;;CONJUNTO CEARA I;967406;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.6062827 -3.7764484);
RLI7970;2022-02-09 16:00:00;Avenida Bernardo Manuel;;;ITAPERI;968826;Colisão Transversal;Não informado;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55566397908564 -3.8124508065177);
NUD0222;2022-02-09 16:50:00;Rua Monsenhor Salazar;RUA PRO CARVALHO;;SAO JOAO DO TAUAPE;966896;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.51445452001543 -3.756156238021096);
YCD9466;2022-02-26 09:50:00;AV BEZERRA DE MENEZES;RUA CEL MOZART GONDIM;;PARQUELANDIA;968981;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Semáforo;Cruzamento;(-38.55864123156134 -3.734546335208106);
SHG2934;2022-02-08 11:00:00;Avenida Sargento Hermínio Sampaio;RUA EVANDRO LUZ;;PADRE ANDRADE;969961;Colisão Lateral;Luz do Dia;Bom;Seca;Duplo T;Semáforo;Longo da via;(-38.57754543835252 -3.730879504170179);
AQQ8525;2022-02-27 00:30:00;Rua Desembargador Garcia;;;PARQUE SAO JOSE;969297;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5547705 -3.7465819);
ETW9984;2022-02-08 19:30:00;Rua Cônego de Castro;RUA STA ROSALIA;;PARANGABA;969692;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.56648937279313 -3.777444439993038);
YOX0625;2022-02-26 22:00:00;Avenida Pompílio Gomes;;;PASSARE;969298;Colisão Lateral;Via Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5211234 -3.8185872);
KVR0138;2022-02-26 16:50:00;RUA JOSE MATIAS DOS SANTOS;;;PREFEITO JOSE VALTER;969354;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5400148 -3.8359626);
LII2332;2022-02-09 00:30:00;Rua Amâncio Pereira;;;PASSARE;969411;Queda;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52301612485734 -3.815405407275017);
GBJ4049;2022-02-26 22:00:00;Rua Engenheiro Ronaldo de Castro Barbosa;RUA VER PEDRO PAULO MOREIRA;;PARQUE MANIBURA;969694;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4882001 -3.7870562);
TQQ9866;2022-02-07 17:10:00;Rua Máximo Linhares;RUA VIS BARBACENA D61;;CIDADE DOS FUNCIONRAIOS;968301;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.48961726594497 -3.79918174072448);
NND9500;2022-02-26 20:00:00;Rua Grito do Ipiranga;AV DIOGUINHO;;PRAIA DO FUTURO I;970101;Colisão Lateral;Anoitecer;Bom;Seca;T;Não há Controle;Cruzamento;(-38.4491551 -3.7514331);
OQK7750;2022-02-04 00:05:00;Rua Jockey Club;RUA ERNESTO PEDRO SANTOS;;JOQUEI CLUBE;969275;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.57677295441513 -3.763794785264865);
RYK8099;2022-02-28 00:08:00;Rua Afonso Henrique;;;CURIO;960562;Colisão Lateral;Via Iluminada;Bom;Seca;Outros;Pare;Longo da via;(-38.48191932489935 -3.825767839712181);
ADZ9782;2022-02-03 21:30:00;Rua Santa Adélia;RUA PERILIO TEIXEIRA;;GENIBAU;968191;Colisão Traseira;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.60191599790666 -3.759180618268098);
MZX2421;2022-02-27 04:20:00;Rua Josias Paulo de Sousa;RUA JOAO AVELINO;;VICENTE PINZON;960871;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;T;Não há Controle;Cruzamento;(-38.46990839175776 -3.727844320041453);
FCH9706;2022-02-03 11:15:00;Avenida Jovita Feitosa;;;PARQUELANDIA;960532;Choque c/ Obstáculo Fixo;Não informado;Chuva;Molhada;Duplo T;Semáforo;Longo da via;(-38.56199399048417 -3.740943178953728);
KRQ7719;2022-02-27 16:00:00;Avenida Rui Barbosa;;;JOAQUIM TVORA;968394;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51272019463511 -3.746201720909358);
XRM7111;2022-02-27 22:15:00;Rua Barão de Sobral;;;ITAOCA;969710;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55694071245336 -3.76552910621587);
MKP9249;2022-02-02 17:00:00;Avenida Borges de Melo;;;PARREAO;969879;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.5283938 -3.7602384);
CKG6115;2022-02-27 10:35:00;Rua Dom Lino;;;AMADEU FURTADO;970119;Choque c/ Obstáculo Fixo;Amanhecer;Chuva;Molhada;Meio de quadra;Outros;Longo da via;(-38.55655446544124 -3.739160632206445);
CIV4775;2022-02-02 11:30:00;Avenida Deputado Paulino Rocha;;;BARROSO;969872;Colisão Traseira;Via Iluminada;Bom;Seca;Duplo T;Não há Controle;Longo da via;(-38.51261987520911 -3.811840615965662);
VNL0359;2022-02-27 13:30:00;AV BERNARDO MANUEL;;;PARQUE DOIS IRMAOS;970120;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55178014207413 -3.800064924100892);
MOO3529;2022-02-28 15:00:00;RUA COROA;;;JANGURUSSU;960678;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.51740878794789 -3.839284627490853);
RVN2821;2022-02-02 22:00:00;Avenida Alberto Craveiro;;;CASTELAO;969410;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52388989742067 -3.806292763014062);
ONF0343;2022-02-28 22:50:00;Rua Luiza Miranda Coelho;;;ENGENHEIRO LUCIANO CAVALCANTE;968437;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.48904326453639 -3.774457592693233);
CRW8030;2022-02-02 14:05:00;Avenida Jovita Feitosa;;;PARQUELANDIA;969225;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.55611458949641 -3.739802991812457);
LRU3919;2022-02-28 23:00:00;Rua Porto Alegre;RUA VITORIA (AV. PERIMETRAL);;HENRIQUE JORGE;969943;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.58686708305818 -3.762239028853655);
NPF5492;2022-02-02 10:30:00;Avenida Antônio Sales;;;DIONISIO TORRES;969223;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.50692287029883 -3.744058612308695);
UID1376;2022-02-28 08:00:00;Avenida Presidente Costa e Silva;RUA BERNARDO MANUEL;;PREFEITO JOSE VALTER;970106;Colisão Transversal;Amanhecer;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5581697 -3.8211691);
QQP2495;2022-03-01 00:00:00;Avenida Bernardo Manuel;;;ITAPERI;969296;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.55411 -3.8080418);
QGO8648;2022-02-02 22:30:00;Rua Capitão Vasconcelos;RUA CAP ARAGAO;;ALTO DA BALANCA;969042;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Não informado;Longo da via;(-38.5170321 -3.7655714);
WRB1448;2022-02-02 16:50:00;Avenida Senador Fernandes Távora;RUA PDE SA LEITAO;;HENRIQUE JORGE;968823;Colisão Transversal;Não informado;Bom;Não informado;Cruz;Não informado;Longo da via;(-38.5816662 -3.7624136);
HSV4534;2022-02-01 17:00:00;Avenida Sabino Monte;;;SAO JOAO DO TAUAPE;969778;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.51231411018416 -3.754646720418708);
OWO5306;2022-02-01 10:50:00;Rua Doutor Gilberto Studart;RUA ALMEIDA PRADO;;PAPICU;969736;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.4756797 -3.7453338);
DZM1398;2022-02-22 10:40:00;Avenida Bezerra de Menezes;;;PARQUELANDIA;969681;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.563796 -3.7357742);
OOU1438;2022-02-01 20:10:00;Avenida Alberto Craveiro;;;CASTELAO;969543;Colisão;Luz do Dia;Bom;Seca;Rotatória;Não informado;Longo da via;(-38.52438406107265 -3.806943018225014);
HQT1815;2022-02-01 03:20:00;Rua Capitão Aragão;RUA CAP VASCONCELOS D46;;AEROLANDIA;968971;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.51678267415624 -3.765502342029912);
DJJ1154;2022-06-29 12:00:00;Avenida Doutor Silas Munguba;;;SERRINHA;970163;Colisão Lateral;Luz do Dia;Chuva;Molhada;Não informado;Não há Controle;Longo da via;(-38.54749933162441 -3.787837437576645);
OOQ4741;2022-06-29 06:00:00;Avenida Domingos Olímpio;;;BENFICA;969214;Choque;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.52976993104831 -3.737231543185906);
BCV7648;2022-06-24 13:00:00;Avenida Senador Carlos Jereissati;;;AEROPORTO;BCV7648;Colisão Frontal;Luz do Dia;Bom;Não informado;Não informado;Não informado;Longo da via;(-38.5357467 -3.7820759);
QTB3077;2022-06-21 01:50:00;AV RADIALISTA JOAO RAMOS, 290;; 290 ;PLANALTO AYRTON SENNA;QTB3077;Queda;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5812034 -3.8400542);
HFN3362;2022-06-19 22:20:00;AV. ALMIRANTE HENRIQUE SABOIA;;;MUCURIPE;970952;Choque c/ Obstáculo Fixo;Mal Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.483402 -3.733364);
PJZ5976;2022-06-15 13:45:00;BR-116;;;CAJAZEIRAS;PJZ5976;Colisão;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5054894 -3.7996206);
DMG5038;2022-06-10 00:00:00;Avenida Bernardo Manuel;;;PARANGABA;DMG5038;Atropelamento;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.5503138 -3.7947646);
OHI0596;2022-06-08 16:40:00;R. VITÓRIA;TR RIO DE JANEIRO;;JOAO XXIII;970964;Atropelamento;Luz do Dia;Bom;Seca;Y;Não há Controle;Cruzamento;(-38.59047959999999 -3.7689713);
HYM7387;2022-01-18 19:30:00;Rua Nunes Valente;RUA JOAO CARVALHO;;ALDEOTA;969533;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.50451959999999 -3.7386088);
TRU8190;2022-01-18 17:15:00;Avenida Carneiro de Mendonça;;;DEMOCRITO ROCHA;969540;Colisão Transversal;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.57191278440821 -3.761380647574743);
XDP7515;2022-01-18 23:00:00;Avenida Senador Fernandes Távora;RUA PRO VIRGILIO DE MORAIS;;GENIBAU;969724;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.59727576716233 -3.755326538952789);
TRP3273;2022-06-06 17:00:00;Avenida Coronel Carvalho;;;BARRA DO CEARA;970351 970353;Atropelamento;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5895712 -3.7105622);
TRP3273;2022-06-05 12:00:00;Av. Dioguinho;;;PRAIA DO FUTURO I;TRP3273;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Longo da via;(-38.4536386 -3.7411197);
CSG3982;2022-06-02 04:40:00;Rua 836;;;CONJUNTO CEARA I;970358;Colisão;Via Iluminada;Chuva;Molhada;T;Pare;Cruzamento;(-38.6040377 -3.769263);
KFF9070;2022-01-18 22:00:00;Rua Doutor Perilio Teixeira;AV GENIBAU;;GENIBAU;969787;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.60207692270646 -3.760529542005117);
ULS6774;2022-01-19 16:30:00;Avenida Dioguinho;;;PRAIA DO FUTURO II;968916;Colisão Traseira;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.4473673 -3.753054);
EXM4755;2022-01-09 18:10:00;Avenida Professor Gomes de Matos;;;MONTESE;969090;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55016545295089 -3.766433735217427);
QTQ8053;2022-01-20 19:15:00;Rua Alberto Magno;;;MONTESE;969162;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5487921422307 -3.763543201383267);
RXZ0336;2022-01-17 07:00:00;AV DES MOREIRA;;;ALDEOTA;969772;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Rotatória;Não informado;Longo da via;(-38.4986128 -3.7370942);
QUZ8938;2022-01-20 10:30:00;Avenida Bernardo Manuel;;;PARQUE DOIS IRMAOS;969534;Engavetamento;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.55313196884944 -3.803945567612227);
EXD8757;2022-01-18 00:00:00;Avenida General Osório de Paiva;;;PARANGABA;969725;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5727945 -3.7794061);
CVT1543;2022-01-17 23:00:00;Avenida Governador Raul Barbosa;;;AEROLANDIA;966945;Colisão Transversal;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.5107498 -3.7700595);
YNF1160;2022-01-21 15:20:00;Avenida Treze de Maio;RUA SOLON PINHEIRO;;;967235;Colisão Traseira;Luz do Dia;Bom;Seca;T;Não há Controle;Longo da via;(-38.53186741953263 -3.747179387527928);
ISH4047;2022-01-16 18:53:00;Avenida Edilson Brasil Soares;RUA NUBIA BARROCAS;;PARQUE MANIBURA;969777;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Molhada;Não informado;Pare;Cruzamento;(-38.4821945 -3.7896428);
YNF1160;2022-01-21 15:15:00;Rua Senador Pompeu;RUA JOAQUIM MAGALHAES;;JOSE BONIFACIO;967236;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.53304758774593 -3.738191738910401);
NWG9087;2022-01-21 13:45:00;Avenida Filomeno Gomes;RUA GUILHERME ROCHA;;JACARECANGA;967634;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.54121760156602 -3.723021192850919);
UOS9785;2022-01-16 15:40:00;Rua Eduardo Perdigão;;;PARANGABA;969774;Colisão;Luz do Dia;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.5647129 -3.7757865);
JVM7876;2022-01-21 19:30:00;Rua Osvaldo Cruz;RUA MARIA TOMASIA;;ALDEOTA;968650;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5000022 -3.7345975);
VKR3140;2022-01-16 16:30:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;969719;Queda;Luz do Dia;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5623358 -3.8194729);
WSQ6891;2022-01-16 01:00:00;AV MIGUEL DIAS;RUA GONTRAN GIFONI;;GUARARAPES;969732;Colisão Transversal;Não informado;Bom;Seca;T;Não há Controle;Cruzamento;(-38.4876915 -3.7699942);
OAD5023;2022-01-21 19:30:00;Avenida Treze de Maio;;;FATIMA;968963;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.53207126530655 -3.747029504924484);
LNB9434;2022-01-21 16:45:00;Rua Elizeu Oriá;RUA OLEGARIO MARIANO;;SAPIRANGA / COITE;969355;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Longo da via;(-38.4777393 -3.7917453);
AHJ1193;2022-01-15 12:25:00;Rua Romeu Martins;RUA BAR CANINDE;;MONTESE;969620;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Cruzamento;(-38.55468219999999 -3.7649073);
LIT3423;2022-01-15 21:00:00;RUA DOS PRACINHAS;RUA JUSTINIANO DE SERPA;;BENFICA;966984;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Não informado;Cruzamento;(-38.5415936 -3.7372054);
CTV3045;2022-01-21 08:40:00;Rua Demétrio Menezes;;;PADRE ANDRADE;969536;Colisão;Luz do Dia;Bom;Não informado;Meio de quadra;Não há Controle;Longo da via;(-38.58354858111105 -3.738004801933218);
UKE5675;2022-01-22 13:00:00;Rua Raimundo Neri;RUA ANTONIO COSTA MENDES;;PARQUE SAO JOSE;969573;Colisão Lateral;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.58676150782395 -3.793304533786886);
LIT3423;2022-01-15 13:18:00;Avenida General Osório de Paiva;;;CANINDEZINHO;960802;Colisão Lateral;Luz do Dia;Chuva;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.6070895 -3.8096409);
AIV1776;2022-01-22 00:30:00;Avenida Antônio Sales;RUA CEL LINHARES;;DIONISIO TORRES;969600;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.4975673369838 -3.746970622466102);
GSR8921;2022-01-15 00:00:00;Avenida Presidente Castelo Branco;;;BARRA DO CEARA;969763;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5794267 -3.7040981);
XXQ4271;2022-01-22 00:00:00;Rua Conselheiro Estelita;RUA GUILHERME ROCHA;;JACARECANGA;969688;Colisão Lateral;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.5391887 -3.7233519);
DGQ8519;2022-01-14 12:30:00;AV I;AV C CJ JOSE WALTER;;PREFEITO JOSE VALTER;969619;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5521546 -3.8298579);
XRJ1987;2022-01-22 14:00:00;Avenida Dioguinho;;;SABIAGUABA;960530;Choque c/ Obstáculo Fixo;Luz do Dia;Chuva;Molhada;Duplo T;Não há Controle;Longo da via;(-38.4473673 -3.753054);
UFA1142;2022-01-22 17:30:00;Avenida Heráclito Graça;AV DOM MANUEL;;CENTRO;968961;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5229316 -3.7340692);
XON9843;2022-01-14 10:20:00;Avenida Presidente Juscelino Kubitschek;;;PASSARE;969618;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.5290414 -3.813144799999999);
DED2410;2022-01-14 09:30:00;AV BERNARDO MANUEL;;;ITAPERI;969264;Choque c/ Obstáculo Fixo;Não informado;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5486544 -3.7902964);
YJX6844;2022-01-22 10:00:00;Rua Jaime Benévolo;RUA METON DE ALENCAR;;CENTRO;969525;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.52636030000001 -3.7350302);
NYJ4775;2022-01-14 20:05:00;RUA JOSE DE BARCELOS;RUA PDE GUERRA;;PARQUELANDIA;960595;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.55004599999999 -3.737487);
MGY4499;2022-01-22 17:00:00;Rua José Torres;RUA SOUSA CARVALHO;;GRANJA PORTUGAL;969720;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.60682979145096 -3.778354409349906);
XWS6830;2022-01-22 20:00:00;Rua Padre Francisco Pinto;RUA WALDERY UCHOA;;BENFICA;969723;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Não há Controle;Longo da via;(-38.53922203876268 -3.744240613227348);
TOJ4841;2022-01-23 09:50:00;Avenida Independência;;;JARDIM GUANABARA;969113;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.59442185313888 -3.725949332045287);
QRQ3699;2022-01-24 01:00:00;Rua Álvaro Chaves;RUA MARIA GOMES DE SA;;MESSEJANA;969523;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.58059242873175 -3.826533241687332);
KWY7501;2022-01-23 21:50:00;Avenida Professor José Arthur de Carvalho;;;MESSEJANA;969689;Colisão Lateral;Via Iluminada;Bom;Seca;Não informado;Pare;Longo da via;(-38.45287635020392 -3.822460010727844);
PLW7291;2022-01-23 05:00:00;Rua Padre Luís Figueira;RUA ILDEFONSO ALBANO;;ALDEOTA;969801;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Gesto;Longo da via;(-38.51307417913565 -3.732862053883612);
NZT1203;2022-01-13 20:30:00;Avenida Borges de Melo;;;AEROLANDIA;969668;Colisão Transversal;Anoitecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5200953 -3.7613866);
QFC7896;2022-01-13 09:10:00;Avenida General Osório de Paiva;RUA JULIO BRAGA;;PARANGABA;969651;Colisão Transversal;Amanhecer;Bom;Molhada;T;Semáforo;Cruzamento;(-38.57151289999999 -3.7787607);
OPU8002;2022-01-24 04:10:00;Avenida Godofredo Maciel;;;MARAPONGA;969327;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56670932190801 -3.7865173270471);
